t,x,y,vx,vy
1.112650788688989323e+01,7.168312520146584259e-03,-5.335603437170663454e-05,8.321654628639199913e+00,-3.074694406643945638e-02
1.112652125244858325e+01,7.279105993329496906e-03,-5.376379139123664146e-05,8.257624000460319635e+00,-3.027217738861182408e-02
1.112653492969329605e+01,7.391610759422326954e-03,-5.417461360402894258e-05,8.194079546353894017e+00,-2.980464125442899848e-02
1.112654892591942790e+01,7.505853377802138363e-03,-5.458852343620604748e-05,8.131017437033676742e+00,-2.934422490661134364e-02
1.112656324856976120e+01,7.621860625716819770e-03,-5.500554274851276505e-05,8.068433979986936677e+00,-2.889082006686221130e-02
1.112657790527112489e+01,7.739659773246094186e-03,-5.542569381779869042e-05,8.006325467334798773e+00,-2.844431979189857712e-02
1.112659290385106026e+01,7.859278686473958331e-03,-5.584899966720666402e-05,7.944688131114491014e+00,-2.800461814415979717e-02
1.112660825227852079e+01,7.980745326624244171e-03,-5.627548226768670179e-05,7.883518405719076583e+00,-2.757161204311530528e-02
1.112662395874891175e+01,8.104088400907882156e-03,-5.670516481944133213e-05,7.822812594947924580e+00,-2.714519886481532585e-02
1.112664003162299231e+01,8.229336848824302802e-03,-5.713806991762343594e-05,7.762567136836986847e+00,-2.672527830098765655e-02
1.112665647947669534e+01,8.356520205899791234e-03,-5.757422080001432774e-05,7.702778425894185155e+00,-2.631175108310632518e-02
1.112667331108472801e+01,8.485668444231538737e-03,-5.801364076320965785e-05,7.643442896376586582e+00,-2.590451954866241496e-02
1.112669053542367159e+01,8.616811967816684695e-03,-5.845635312585410992e-05,7.584557026087893838e+00,-2.550348764177803873e-02
1.112670816166721188e+01,8.749981548428530445e-03,-5.890238099493567308e-05,7.526117365385927904e+00,-2.510856108269021725e-02
1.112672619924440909e+01,8.885208734824352750e-03,-5.935174860952452353e-05,7.468120361451978440e+00,-2.471964616096082590e-02
1.112674465776525956e+01,9.022525259337570505e-03,-5.980447932853921370e-05,7.410562621607176936e+00,-2.433665149366849925e-02
1.112676354707948256e+01,9.161963450783124768e-03,-6.026059699075360078e-05,7.353440734273402946e+00,-2.395948679289325312e-02
1.112678287729092474e+01,9.303556304284395576e-03,-6.072012610222188024e-05,7.296751249095434488e+00,-2.358806272748927013e-02
1.112680265872790386e+01,9.447337228322735814e-03,-6.118309097887725050e-05,7.240490784987241746e+00,-2.322229161931970223e-02
1.112682290193638757e+01,9.593339966884547459e-03,-6.164951548579336582e-05,7.184656057804130747e+00,-2.286208759049019462e-02
1.112684361774884678e+01,9.741599064393627674e-03,-6.211942450222764642e-05,7.129243703396772602e+00,-2.250736539806013140e-02
1.112686481723346787e+01,9.892149462412933719e-03,-6.259284259816250704e-05,7.074250437744207254e+00,-2.215804145450209206e-02
1.112688651173738918e+01,1.004502677426809439e-02,-6.306979487872595288e-05,7.019672956867810676e+00,-2.181403316706738427e-02
1.112690871286173433e+01,1.020026707158081143e-02,-6.355030628387341250e-05,6.965508018327811079e+00,-2.147525943809746110e-02
1.112693143247567029e+01,1.035790694976950269e-02,-6.403440177362712126e-05,6.911752417960163264e+00,-2.114164049416811936e-02
1.112695468275442501e+01,1.051798375437635463e-02,-6.452210699244228002e-05,6.858402916537460037e+00,-2.081309741513869341e-02
1.112697847615262603e+01,1.068053535630813893e-02,-6.501344754367201239e-05,6.805456321575642953e+00,-2.048955262872959732e-02
1.112700282539655383e+01,1.084560006447847849e-02,-6.550844870777737896e-05,6.752909515253441519e+00,-2.017093005644917530e-02
1.112702774353614110e+01,1.101321694239197624e-02,-6.600713637061984081e-05,6.700759354150920721e+00,-1.985715448380364484e-02
1.112705324395323991e+01,1.118342581882261072e-02,-6.650953700835883823e-05,6.649002674218268183e+00,-1.954815158466244318e-02
1.112707934030450829e+01,1.135626686597783139e-02,-6.701567641055260433e-05,6.597636422540877454e+00,-1.924384869245796340e-02
1.112710604658981062e+01,1.153178101815830955e-02,-6.752558089502884409e-05,6.546657530215501453e+00,-1.894417401936429254e-02
1.112713337714671979e+01,1.171000989065458693e-02,-6.803927703066085255e-05,6.496062942126350492e+00,-1.864905682230077674e-02
1.112716134665743972e+01,1.189099578174064413e-02,-6.855679160906513530e-05,6.445849620202325880e+00,-1.835842740802019757e-02
1.112718997014094846e+01,1.207478157939956276e-02,-6.907815134781273257e-05,6.396014571869566012e+00,-1.807221728161899701e-02
1.112721926297348318e+01,1.226141085159982227e-02,-6.960338312164361305e-05,6.346554826622035073e+00,-1.779035899315021402e-02
1.112724924094265511e+01,1.245092814361601491e-02,-7.013251475811806048e-05,6.297467362616123943e+00,-1.751278570921819405e-02
1.112727992014638190e+01,1.264337829117335651e-02,-7.066557307960841456e-05,6.248749289575848742e+00,-1.723943223651063991e-02
1.112731131710939536e+01,1.283880711364971013e-02,-7.120258581432192455e-05,6.200397669877515838e+00,-1.697023399107824848e-02
1.112734344874427173e+01,1.303726111820815298e-02,-7.174358073127912617e-05,6.152409599594406586e+00,-1.670512744496686908e-02
1.112737633235843937e+01,1.323878749743359444e-02,-7.228858560577467048e-05,6.104782210505011797e+00,-1.644405012041208133e-02
1.112740998567949013e+01,1.344343423725873066e-02,-7.283762848070176037e-05,6.057512646587013272e+00,-1.618694044552499572e-02
1.112744442688318003e+01,1.365125023541776880e-02,-7.339073794283197693e-05,6.010598041279497039e+00,-1.593373762027211829e-02
1.112747967456593479e+01,1.386228508262047319e-02,-7.394794249815493539e-05,5.964035571504691546e+00,-1.568438189773986927e-02
1.112751574775193752e+01,1.407658905768821578e-02,-7.450927053423921738e-05,5.917822459011752301e+00,-1.543881457319303506e-02
1.112755266594155401e+01,1.429421336496542252e-02,-7.507475091099937597e-05,5.871955920924047945e+00,-1.519697770628946308e-02
1.112759044912321116e+01,1.451521014708094179e-02,-7.564441294601911803e-05,5.826433172603666222e+00,-1.495881412830015605e-02
1.112762911774155405e+01,1.473963224342491468e-02,-7.621828575193255418e-05,5.781251480961555167e+00,-1.472426770953589974e-02
1.112766869272729053e+01,1.496753331286349541e-02,-7.679639852483416038e-05,5.736408139877911871e+00,-1.449328321436356252e-02
1.112770919557709348e+01,1.519896823491980777e-02,-7.737878151644411934e-05,5.691900395819068592e+00,-1.426580590884268286e-02
1.112775064825138394e+01,1.543399246291698480e-02,-7.796546435323282965e-05,5.647725578285767156e+00,-1.404178222089833353e-02
1.112779307325336298e+01,1.567266242180661781e-02,-7.855647701122355539e-05,5.603881023364118974e+00,-1.382115933261788936e-02
1.112783649359097282e+01,1.591503523583774268e-02,-7.915184910437397206e-05,5.560364126177912425e+00,-1.360388543191304311e-02
1.112788093296891212e+01,1.616116973725773356e-02,-7.975161231525489895e-05,5.517172164111728172e+00,-1.338990882092307849e-02
1.112792641554595541e+01,1.641112504759266455e-02,-8.035579686446974021e-05,5.474302555364808143e+00,-1.317917919697146958e-02
1.112797296607328867e+01,1.666496129305260199e-02,-8.096443324403231696e-05,5.431752729804338209e+00,-1.297164699044587276e-02
1.112802060999538512e+01,1.692274008426287307e-02,-8.157755330970796926e-05,5.389520054655644543e+00,-1.276726299696115743e-02
1.112806937329621704e+01,1.718452361082823537e-02,-8.219518806473890692e-05,5.347601989649681364e+00,-1.256597912386412698e-02
1.112811928262662597e+01,1.745037526848652876e-02,-8.281736912089520276e-05,5.305995984638754770e+00,-1.236774787967781335e-02
1.112817036529166437e+01,1.772035951912991070e-02,-8.344412831536310510e-05,5.264699506607554369e+00,-1.217252249599799253e-02
1.112822264926643356e+01,1.799454190504640172e-02,-8.407549769852433106e-05,5.223710040478347416e+00,-1.198025692102395665e-02
1.112827616324597457e+01,1.827298923788540919e-02,-8.471150991884148157e-05,5.183025064621205935e+00,-1.179090569577705659e-02
1.112833093656214523e+01,1.855576909360609830e-02,-8.535219702203764676e-05,5.142642127719840417e+00,-1.160442430196900222e-02
1.112838699933547737e+01,1.884295052881775068e-02,-8.599759204095854535e-05,5.102558746897241093e+00,-1.142076867761057830e-02
1.112844438242782275e+01,1.913460375415338213e-02,-8.664772819252227149e-05,5.062772459982888940e+00,-1.123989545271328327e-02
1.112850311742293208e+01,1.943079996179623153e-02,-8.730263845132960401e-05,5.023280850782038343e+00,-1.106176205254068984e-02
1.112856323671915959e+01,1.973161171866507149e-02,-8.796235637854318097e-05,4.984081498067711280e+00,-1.088632645564056173e-02
1.112862477355378488e+01,2.003711300202964951e-02,-8.862691613510999559e-05,4.945171976354097332e+00,-1.071354719179764756e-02
1.112868776198686405e+01,2.034737903340756368e-02,-8.929635205936537791e-05,4.906549881606183661e+00,-1.054338344929394572e-02
1.112875223683709613e+01,2.066248588521515245e-02,-8.997069777938403157e-05,4.868212881006838799e+00,-1.037579528166901119e-02
1.112881823391406400e+01,2.098251153605217023e-02,-9.064998842999437997e-05,4.830158585690125683e+00,-1.021074303961783461e-02
1.112888578982992627e+01,2.130753486010818903e-02,-9.133425842954820449e-05,4.792384677757768330e+00,-1.004818791898699423e-02
1.112895494224666137e+01,2.163763673301924775e-02,-9.202354376434043596e-05,4.754888782980173367e+00,-9.888091401462935706e-03
1.112902572967692372e+01,2.197289897889088961e-02,-9.271787970801051177e-05,4.717668597370396455e+00,-9.730415792256034285e-03
1.112909819164800673e+01,2.231340506430616252e-02,-9.341730222395684246e-05,4.680721809776981601e+00,-9.575123878541301828e-03
1.112917236868413262e+01,2.265923991489978556e-02,-9.412184751830636464e-05,4.644046126633419647e+00,-9.422179027778592939e-03
1.112924830233539808e+01,2.301048995382459425e-02,-9.483155205954087717e-05,4.607639270843193025e+00,-9.271545174625550959e-03
1.112932603526251363e+01,2.336724339183567783e-02,-9.554645309791706513e-05,4.571498955665042274e+00,-9.123186705955781822e-03
1.112940561110735693e+01,2.372958953060023274e-02,-9.626658720473145676e-05,4.535622958790856529e+00,-8.977068757473609384e-03
1.112948707474385124e+01,2.409761980840229023e-02,-9.699199230193493698e-05,4.500009019927301068e+00,-8.833156785792198665e-03
1.112957047208948680e+01,2.447142683365248136e-02,-9.772270567365154968e-05,4.464654940125974747e+00,-8.691416965865696870e-03
1.112965585037327365e+01,2.485110548349249437e-02,-9.845876606041296508e-05,4.429558479370248492e+00,-8.551815770328883085e-03
1.112974325800077757e+01,2.523675217847940605e-02,-9.920021215671374535e-05,4.394717430696635674e+00,-8.414320262161137723e-03
1.112983274458839311e+01,2.562846492693778705e-02,-9.994708264166824526e-05,4.360129617553404557e+00,-8.278898074132609586e-03
1.112992436120049078e+01,2.602634424304275593e-02,-1.006994178520861222e-04,4.325792816909253879e+00,-8.145517101610362173e-03
1.113001815999890098e+01,2.643049149756808436e-02,-1.014572565765941735e-04,4.291704906839653333e+00,-8.014146071266010224e-03
1.113011419461413531e+01,2.684101041699998164e-02,-1.022206388366300874e-04,4.257863738017526600e+00,-7.884754031392170875e-03
1.113021252013325579e+01,2.725800689113666922e-02,-1.029896054224689795e-04,4.224267156815071367e+00,-7.757310438601502239e-03
1.113031319308050904e+01,2.768158875685976586e-02,-1.037641974060831025e-04,4.190913027509056477e+00,-7.631785236981043601e-03
1.113041627162301772e+01,2.811186652540366426e-02,-1.045444573796964479e-04,4.157799179903125086e+00,-7.508148655963232596e-03
1.113052181516425065e+01,2.854895154747900260e-02,-1.053304260421458809e-04,4.124923554642006884e+00,-7.386371746914647402e-03
1.113062988485622640e+01,2.899295802220261745e-02,-1.061221457787641260e-04,4.092284049879779673e+00,-7.266425801076550547e-03
1.113074054359630516e+01,2.944400281686956194e-02,-1.069196602068694636e-04,4.059878543630818015e+00,-7.148282432515884813e-03
1.113085385584201781e+01,2.990220455913638123e-02,-1.077230124700259191e-04,4.027704964096460394e+00,-7.031913829955806217e-03
1.113096988784030472e+01,3.036768442518979899e-02,-1.085322465512338937e-04,3.995761235712700365e+00,-6.917292552361994917e-03
1.113108870756450308e+01,3.084056572965538853e-02,-1.093474064613805531e-04,3.964045311799627047e+00,-6.804391640958404319e-03
1.113121038496917947e+01,3.132097478198651863e-02,-1.101685376214029012e-04,3.932555120919813074e+00,-6.693184422231797728e-03
1.113133499188727527e+01,3.180904030389791054e-02,-1.109956857437138377e-04,3.901288611640499226e+00,-6.583644663436412185e-03
1.113146260205532379e+01,3.230489336674566281e-02,-1.118288966366890233e-04,3.870243759406705397e+00,-6.475746589445275682e-03
1.113159329129301334e+01,3.280866792146045624e-02,-1.126682169995893581e-04,3.839418536681547867e+00,-6.369464772417801623e-03
1.113172713743758813e+01,3.332050036644400304e-02,-1.135136935920301460e-04,3.808810944018261591e+00,-6.264774234065681631e-03
1.113186422070209325e+01,3.384053073404222345e-02,-1.143653750820126431e-04,3.778418943607223746e+00,-6.161650213289381235e-03
1.113200462334644492e+01,3.436890124135210528e-02,-1.152233095351707336e-04,3.748240550680486560e+00,-6.060068473918960551e-03
1.113214843010511146e+01,3.490575771939690569e-02,-1.160875466419635351e-04,3.718273754127067399e+00,-5.960005029680972080e-03
1.113229572795593292e+01,3.545124854052904978e-02,-1.169581358525239873e-04,3.688516582642745067e+00,-5.861436362165808878e-03
1.113244660646184236e+01,3.600552568909650558e-02,-1.178351279795547958e-04,3.658967049314988618e+00,-5.764339230421916191e-03
1.113260115765134728e+01,3.656874410313021295e-02,-1.187185740153360745e-04,3.629623192718248958e+00,-5.668690802738716311e-03
1.113275947639518115e+01,3.714106282953039129e-02,-1.196085268131520592e-04,3.600483021452903110e+00,-5.574468471046301749e-03
1.113292165995877703e+01,3.772264317607352396e-02,-1.205050380685213568e-04,3.571544613992561956e+00,-5.481650170165485239e-03
1.113308780872150372e+01,3.831365108099150929e-02,-1.214081618691016732e-04,3.542806002610944027e+00,-5.390213997404550046e-03
1.113325802600692782e+01,3.891425624062357785e-02,-1.223179531677536164e-04,3.514265225126610215e+00,-5.300138377652243056e-03
1.113343241794632377e+01,3.952463138927772568e-02,-1.232344665564231133e-04,3.485920363168347524e+00,-5.211402178483648395e-03
1.113361109391503767e+01,4.014495358967851840e-02,-1.241577580791535255e-04,3.457769485196836801e+00,-5.123984524970453223e-03
1.113379416664357002e+01,4.077540434089667321e-02,-1.250878852093732947e-04,3.429810649039246595e+00,-5.037864805757369217e-03
1.113398175209505325e+01,4.141616888042278649e-02,-1.260249056491515908e-04,3.402041938927821363e+00,-4.953022783752088903e-03
1.113417396963964201e+01,4.206743651611147272e-02,-1.269688776721163614e-04,3.374461454672121885e+00,-4.869438556868235790e-03
1.113437094250192061e+01,4.272940185043375139e-02,-1.279198617198337197e-04,3.347067265837624372e+00,-4.787092415698738189e-03
1.113457279748780593e+01,4.340226354726720026e-02,-1.288779184243376457e-04,3.319857470547109557e+00,-4.705965018616722201e-03
1.113477966527790386e+01,4.408622501687581990e-02,-1.298431094233803334e-04,3.292830171774396408e+00,-4.626037315303556212e-03
1.113499168066683254e+01,4.478149488496354497e-02,-1.308154978262821781e-04,3.265983465148885934e+00,-4.547290507420262765e-03
1.113520898254543923e+01,4.548828659904757127e-02,-1.317951474578491346e-04,3.239315460814793823e+00,-4.469706109736393956e-03
1.113543171405987664e+01,4.620681861488785264e-02,-1.327821229287836789e-04,3.212824281458595443e+00,-4.393265939681843986e-03
1.113566002318451531e+01,4.693731588524385767e-02,-1.337764914605027748e-04,3.186508014368727437e+00,-4.317951976230625412e-03
1.113589406214351030e+01,4.768000762923569474e-02,-1.347783196095118192e-04,3.160364799654495460e+00,-4.243746610456586819e-03
1.113613398840644919e+01,4.843513013604603540e-02,-1.357876768588353437e-04,3.134392735722930645e+00,-4.170632371426642553e-03
1.113637996410407283e+01,4.920292451193666178e-02,-1.368046323408874157e-04,3.108589965579819481e+00,-4.098592168102239454e-03
1.113663215677409823e+01,4.998363862901496896e-02,-1.378292572180313908e-04,3.082954615477930815e+00,-4.027609112154447758e-03
1.113689073953393560e+01,5.077752721728763519e-02,-1.388616245225322377e-04,3.057484800812243719e+00,-3.957666533197227998e-03
1.113715589067367517e+01,5.158485018400772726e-02,-1.399018067213123658e-04,3.032178686537726708e+00,-3.888748141083212852e-03
1.113742779509551895e+01,5.240587655824997110e-02,-1.409498805527355128e-04,3.007034369341123892e+00,-3.820837700647388736e-03
1.113770664325356030e+01,5.324088077607135733e-02,-1.420059219453313369e-04,2.982050002490945317e+00,-3.753919369667230947e-03
1.113799263230655434e+01,5.409014568159877662e-02,-1.430700095802509778e-04,2.957223710233258362e+00,-3.687977463416506393e-03
1.113828596575282148e+01,5.495396091730910676e-02,-1.441422225503138877e-04,2.932553644021238082e+00,-3.622996602728366204e-03
1.113858685405229743e+01,5.583262425219515795e-02,-1.452226417324181272e-04,2.908037950482887712e+00,-3.558961625058759768e-03
1.113889551506244935e+01,5.672644229486211581e-02,-1.463113503264543581e-04,2.883674760482902055e+00,-3.495857554232093163e-03
1.113921217410137388e+01,5.763573009098035133e-02,-1.474084330106437482e-04,2.859462209414783018e+00,-3.433669651503105675e-03
1.113953706399458810e+01,5.856081068005140194e-02,-1.485139750817897450e-04,2.835398456174409887e+00,-3.372383460653553995e-03
1.113987042615141299e+01,5.950201755466558162e-02,-1.496280650501407954e-04,2.811481626894384522e+00,-3.311984661491784981e-03
1.114021251027721959e+01,6.045969317791450443e-02,-1.507507924730567184e-04,2.787709863345380068e+00,-3.252459191584919883e-03
1.114056357447211631e+01,6.143418862639261208e-02,-1.518822471959436126e-04,2.764081338239802843e+00,-3.193793279994260308e-03
1.114092388693577718e+01,6.242586763689001589e-02,-1.530225236613324223e-04,2.740594165542812544e+00,-3.135973221777689762e-03
1.114129372497633952e+01,6.343510310461546176e-02,-1.541717163988020006e-04,2.717246495971540110e+00,-3.078985613897325131e-03
1.114167337600416552e+01,6.446227908593860079e-02,-1.553299219319717399e-04,2.694036477088302295e+00,-3.022817252875532271e-03
1.114206313815903826e+01,6.550779170141902974e-02,-1.564972393359118639e-04,2.670962243023681015e+00,-2.967455108276737755e-03
1.114246332030385034e+01,6.657204829375672206e-02,-1.576737688216279089e-04,2.648021943215491891e+00,-2.912886389887263481e-03
1.114287424289389072e+01,6.765546890506368705e-02,-1.588596129084169902e-04,2.625213719367209375e+00,-2.859098489800104143e-03
1.114329623859895158e+01,6.875848701217507353e-02,-1.600548767056085239e-04,2.602535700980168176e+00,-2.806078970597575880e-03
1.114372965242479729e+01,6.988154890722533819e-02,-1.612596667072108375e-04,2.579986028863175740e+00,-2.753815618653030015e-03
1.114417484260224001e+01,7.102511504718563018e-02,-1.624740917140287766e-04,2.557562837699995928e+00,-2.702296400956178714e-03
1.114463218120118881e+01,7.218966060922690775e-02,-1.636982628445448663e-04,2.535264256427050444e+00,-2.651509464461423559e-03
1.114510205440239154e+01,7.337567512768401745e-02,-1.649322925664847503e-04,2.513088426011883314e+00,-2.601443174525139724e-03
1.114558486362045642e+01,7.458366424004374273e-02,-1.661762959194009381e-04,2.491033477162241550e+00,-2.552086061983821139e-03
1.114608102593076389e+01,7.581414959105770013e-02,-1.674303897652645932e-04,2.469097543984530407e+00,-2.503426852298619269e-03
1.114659097541476029e+01,7.706767095499250653e-02,-1.686946942781311284e-04,2.447278738107348861e+00,-2.455454406576725122e-03
1.114711516312594242e+01,7.834478486408712194e-02,-1.699693308382049610e-04,2.425575185592895533e+00,-2.408157801861751223e-03
1.114765405815007249e+01,7.964606590104357509e-02,-1.712544226372040396e-04,2.403985015609353404e+00,-2.361526303421080872e-03
1.114820814882070010e+01,8.097210825370218523e-02,-1.725500954644567265e-04,2.382506346893972005e+00,-2.315549333684425656e-03
1.114877794363082053e+01,8.232352642679317822e-02,-1.738564775928167589e-04,2.361137289799887018e+00,-2.270216475681575974e-03
1.114936397176330019e+01,8.370095497755013214e-02,-1.751736986997294869e-04,2.339875963552561000e+00,-2.225517508094315960e-03
1.114996678467748126e+01,8.510505066636024629e-02,-1.765018910845890879e-04,2.318720475694837191e+00,-2.181442359950762789e-03
1.115058695664973953e+01,8.653649203761834552e-02,-1.778411883693499106e-04,2.297668942291994032e+00,-2.137981151452113607e-03
1.115122508667818657e+01,8.799598207473485756e-02,-1.791917270619097953e-04,2.276719462303671282e+00,-2.095124139210563074e-03
1.115188179880293085e+01,8.948424707955082713e-02,-1.805536445280690630e-04,2.255870148405108910e+00,-2.052861778296823699e-03
1.115255774407316913e+01,9.100203923238704695e-02,-1.819270803521112984e-04,2.235119104390479894e+00,-2.011184674073889216e-03
1.115325360227788742e+01,9.255013842478852781e-02,-1.833121769013210480e-04,2.214464415915006867e+00,-1.970083563005451798e-03
1.115397008192172557e+01,9.412935007145478705e-02,-1.847090762505059598e-04,2.193904194996191936e+00,-1.929549399997396338e-03
1.115470792364574848e+01,9.574051045739057075e-02,-1.861179237983705032e-04,2.173436524288541172e+00,-1.889573246022212228e-03
1.115546790036374425e+01,9.738448463993133741e-02,-1.875388651692493449e-04,2.153059501047501545e+00,-1.850146353879313001e-03
1.115625081978061672e+01,9.906216946399573620e-02,-1.889720475919693255e-04,2.132771214533871973e+00,-1.811260122195867657e-03
1.115705752640902837e+01,1.007744952615693551e-01,-1.904176199995831844e-04,2.112569742611376089e+00,-1.772906088193458487e-03
1.115788890230635921e+01,1.025224246827851488e-01,-1.918757306555758256e-04,2.092453182229495390e+00,-1.735075984263259640e-03
1.115874587046543631e+01,1.043069569933843255e-01,-1.933465293351713460e-04,2.072419615635328505e+00,-1.697761672149287939e-03
1.115962939650129826e+01,1.061291285251260846e-01,-1.948301661421184038e-04,2.052467123734222021e+00,-1.660955167358355456e-03
1.116054049159600403e+01,1.079900155425459057e-01,-1.963267922362364423e-04,2.032593772883662275e+00,-1.624648613863295503e-03
1.116148021319419037e+01,1.098907322951478971e-01,-1.978365565951637384e-04,2.012797653958404265e+00,-1.588834354344725126e-03
1.116244966958346474e+01,1.118324367961492788e-01,-1.993596089197563872e-04,1.993076839035591297e+00,-1.553504849460805122e-03
1.116345002177635770e+01,1.138163308031418380e-01,-2.008960977381392735e-04,1.973429401824276397e+00,-1.518652714256317178e-03
1.116448248656907971e+01,1.158436619494728065e-01,-2.024461701488459466e-04,1.953853415542578187e+00,-1.484270713027984736e-03
1.116554833976145922e+01,1.179157259042079020e-01,-2.040099714620473932e-04,1.934346951681552129e+00,-1.450351755980927495e-03
1.116664891956383343e+01,1.200338685929969451e-01,-2.055876447601295051e-04,1.914908079276921749e+00,-1.416888896916647335e-03
1.116778562964502086e+01,1.221994874248486240e-01,-2.071793296023597721e-04,1.895534873976244317e+00,-1.383875347635783997e-03
1.116895994387097346e+01,1.244140354241300567e-01,-2.087851627495441347e-04,1.876225401650364999e+00,-1.351304448713992398e-03
1.117017340976189921e+01,1.266790225255178814e-01,-2.104052766280263553e-04,1.856977729160060653e+00,-1.319169687112426445e-03
1.117142765254708081e+01,1.289960176646118839e-01,-2.120397982721192989e-04,1.837789928017772967e+00,-1.287464701025981938e-03
1.117272438057336892e+01,1.313666529643996439e-01,-2.136888495865934233e-04,1.818660061744348910e+00,-1.256183257867169801e-03
1.117406538905140678e+01,1.337926244154624134e-01,-2.153525449688153081e-04,1.799586203316407618e+00,-1.225319282014954245e-03
1.117545256657124497e+01,1.362756971697653419e-01,-2.170309919787147203e-04,1.780566416118408934e+00,-1.194866822688221957e-03
1.117688789969754382e+01,1.388177068245686485e-01,-2.187242890347277128e-04,1.761598768295545847e+00,-1.164820076425408975e-03
1.117837347905683032e+01,1.414205629064584913e-01,-2.204325244542314330e-04,1.742681330225620773e+00,-1.135173381821274205e-03
1.117991150662017752e+01,1.440862538538527637e-01,-2.221557762339750497e-04,1.723812162913173518e+00,-1.105921200560007782e-03
1.118150430086271463e+01,1.468168476907590614e-01,-2.238941087954376464e-04,1.704989338554649514e+00,-1.077058148715958480e-03
1.118315430561145618e+01,1.496144984797917465e-01,-2.256475732616100734e-04,1.686210920763017818e+00,-1.048578965168260515e-03
1.118486409681164950e+01,1.524814484574024964e-01,-2.274162046831593707e-04,1.667474976727304048e+00,-1.020478529672701759e-03
1.118663639155754375e+01,1.554200333001798662e-01,-2.292000209922193707e-04,1.648779568981226351e+00,-9.927518496714582419e-04
1.118847405591477973e+01,1.584326845747455470e-01,-2.309990199399079218e-04,1.630122766760693009e+00,-9.653940765234511568e-04
1.119038011575872105e+01,1.615219363474915126e-01,-2.328131782689104386e-04,1.611502631972213884e+00,-9.384004840357946685e-04
1.119235776627254353e+01,1.646904286332834810e-01,-2.346424486356463136e-04,1.592917226751085602e+00,-9.117664791914542556e-04
1.119441038316679382e+01,1.679409126902469962e-01,-2.364867573099373882e-04,1.574364610610075488e+00,-8.854875974963126407e-04
1.119654153429342180e+01,1.712762558849205696e-01,-2.383460012581270504e-04,1.555842841520296282e+00,-8.595595041153362547e-04
1.119875499298397159e+01,1.746994481342931949e-01,-2.402200457185104667e-04,1.537349969558451823e+00,-8.339779847124488034e-04
1.120105474994559103e+01,1.782136049064349248e-01,-2.421087194759178826e-04,1.518884050554073273e+00,-8.087389641236893394e-04
1.120344503027579108e+01,1.818219768252747615e-01,-2.440118133128132071e-04,1.500443125392135535e+00,-7.838384776191092192e-04
1.120593030697636294e+01,1.855279524598103524e-01,-2.459290742838220775e-04,1.482025237141104235e+00,-7.592726943862176513e-04
1.120851531949718094e+01,1.893350672518939459e-01,-2.478602027843991649e-04,1.463628417320245179e+00,-7.350378989519279959e-04
1.121120509139745636e+01,1.932470094068406141e-01,-2.498048474478850958e-04,1.445250689516133002e+00,-7.111304964205944403e-04
1.121400495006778009e+01,1.972676270789041342e-01,-2.517626001541496770e-04,1.426890067688820984e+00,-6.875470106099880897e-04
1.121692054819553519e+01,2.014009361587528746e-01,-2.537329907095474423e-04,1.408544553164001734e+00,-6.642840807316387252e-04
1.121995788600415622e+01,2.056511271114976891e-01,-2.557154804149427995e-04,1.390212137173971518e+00,-6.413384652999608651e-04
1.122312333636039305e+01,2.100225736601077642e-01,-2.577094558234315803e-04,1.371890796319561678e+00,-6.187070371385717561e-04
1.122642367205770242e+01,2.145198420320954813e-01,-2.597142219590945779e-04,1.353578487413176656e+00,-5.963867781178030115e-04
1.122986609408981096e+01,2.191476989303275669e-01,-2.617289941294387886e-04,1.335273149019009509e+00,-5.743747824319990741e-04
1.123345826339658693e+01,2.239111213943520140e-01,-2.637528897143001367e-04,1.316972696374112850e+00,-5.526682519639266938e-04
1.123720833435170796e+01,2.288153058854079935e-01,-2.657849186575964202e-04,1.298675020707737771e+00,-5.312644972934522274e-04
1.124112499154623990e+01,2.338656783882807066e-01,-2.678239733837330864e-04,1.280377985644380656e+00,-5.101609354710895427e-04
1.124521749009498528e+01,2.390679054215577026e-01,-2.698688179650134697e-04,1.262079421532885659e+00,-4.893550858429627495e-04
1.124949569915051839e+01,2.444279051414401938e-01,-2.719180761006176231e-04,1.243777120770023892e+00,-4.688445675802089055e-04
1.125397014760808467e+01,2.499518569110934785e-01,-2.739702172309326314e-04,1.225468839144816524e+00,-4.486271043105853422e-04
1.125865207580860705e+01,2.556462136804596441e-01,-2.760235423654210985e-04,1.207152288053145117e+00,-4.287005188067540256e-04
1.126355349175249643e+01,2.615177146695985555e-01,-2.780761684540768446e-04,1.188825126886581929e+00,-4.090627286742723099e-04
1.126868723080361612e+01,2.675733966125034557e-01,-2.801260105910490959e-04,1.170484960599620372e+00,-3.897117482627364361e-04
1.127406702187353460e+01,2.738206065885243623e-01,-2.821707630152587134e-04,1.152129332401833572e+00,-3.706456858503484782e-04
1.127970755864566144e+01,2.802670140054701609e-01,-2.842078778902649028e-04,1.133755719065049572e+00,-3.518627442628441035e-04
1.128562457896853921e+01,2.869206246050263753e-01,-2.862345426314189217e-04,1.115361520141675999e+00,-3.333612159495598381e-04
1.129183494887155881e+01,2.937897915747787470e-01,-2.882476540258577160e-04,1.096944054897249110e+00,-3.151394867683633889e-04
1.129835675866397260e+01,3.008832312414299048e-01,-2.902437912333024348e-04,1.078500545761953422e+00,-2.971960271535209735e-04
